tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,data,control,value,channel,program,note,velocity
6181,note_on,,,,,1,0,2,,,,,,,0,,76,0
6182,note_on,,,,,12,0,3,,,,,,,1,,55,0
6182,note_on,,,,,0,0,3,,,,,,,1,,65,0
6182,note_on,,,,,1,0,2,,,,,,,0,,76,55
6182,note_on,,,,,0,0,3,,,,,,,1,,60,0
6182,note_on,,,,,0,0,3,,,,,,,1,,62,0
6184,note_on,,,,,2,0,2,,,,,,,0,,74,0
6185,note_on,,,,,1,0,2,,,,,,,0,,74,52
6186,note_on,,,,,1,0,2,,,,,,,0,,76,0
6187,note_on,,,,,1,0,2,,,,,,,0,,76,49
6189,note_on,,,,,2,0,2,,,,,,,0,,74,0
6190,note_on,,,,,1,0,2,,,,,,,0,,74,58
6191,note_on,,,,,1,0,2,,,,,,,0,,76,0
6192,note_on,,,,,10,0,3,,,,,,,1,,65,50
6192,note_on,,,,,0,0,3,,,,,,,1,,62,50
6192,note_on,,,,,0,0,3,,,,,,,1,,60,41
6192,note_on,,,,,0,0,3,,,,,,,1,,55,35
6193,note_on,,,,,2,0,2,,,,,,,0,,76,52
6194,note_on,,,,,1,0,2,,,,,,,0,,74,0
6195,note_on,,,,,1,0,2,,,,,,,0,,74,55
6197,note_on,,,,,2,0,2,,,,,,,0,,76,0
6198,note_on,,,,,1,0,2,,,,,,,0,,76,60
6199,note_on,,,,,1,0,2,,,,,,,0,,74,0
6200,note_on,,,,,1,0,2,,,,,,,0,,74,62
6202,note_on,,,,,2,0,2,,,,,,,0,,76,0
6202,note_on,,,,,0,0,2,,,,,,,0,,76,58
6204,note_on,,,,,2,0,2,,,,,,,0,,74,0
6205,note_on,,,,,1,0,2,,,,,,,0,,74,65
6206,note_on,,,,,1,0,2,,,,,,,0,,76,0
6208,note_on,,,,,2,0,2,,,,,,,0,,76,68
6209,note_on,,,,,1,0,2,,,,,,,0,,74,0
6210,note_on,,,,,1,0,2,,,,,,,0,,74,64
6210,note_on,,,,,0,0,3,,,,,,,1,,62,0
6210,note_on,,,,,18,0,3,,,,,,,1,,55,0
6210,note_on,,,,,0,0,3,,,,,,,1,,65,0
6210,note_on,,,,,0,0,3,,,,,,,1,,60,0
6212,note_on,,,,,2,0,2,,,,,,,0,,76,0
6212,note_on,,,,,0,0,2,,,,,,,0,,76,66
6214,note_on,,,,,2,0,2,,,,,,,0,,74,0
6215,note_on,,,,,1,0,2,,,,,,,0,,74,70
6216,note_on,,,,,6,0,3,,,,,,,1,,65,62
6216,note_on,,,,,0,0,3,,,,,,,1,,60,57
6216,note_on,,,,,0,0,3,,,,,,,1,,55,47
6216,note_on,,,,,0,0,3,,,,,,,1,,62,62
6216,set_tempo,,,,,48,1,0,,1304347,,,,,,,,
6216,note_on,,,,,1,0,2,,,,,,,0,,76,0
6217,note_on,,,,,1,0,2,,,,,,,0,,76,72
6219,note_on,,,,,2,0,2,,,,,,,0,,74,0
6220,note_on,,,,,1,0,2,,,,,,,0,,74,69
6221,note_on,,,,,1,0,2,,,,,,,0,,76,0
6222,note_on,,,,,1,0,2,,,,,,,0,,76,73
6224,note_on,,,,,2,0,2,,,,,,,0,,74,0
6226,note_on,,,,,2,0,2,,,,,,,0,,73,76
6227,note_on,,,,,1,0,2,,,,,,,0,,76,0
6232,note_on,,,,,16,0,3,,,,,,,1,,55,0
6232,note_on,,,,,0,0,3,,,,,,,1,,60,0
6232,note_on,,,,,0,0,3,,,,,,,1,,62,0
6232,note_on,,,,,0,0,3,,,,,,,1,,65,0
6232,note_on,,,,,5,0,2,,,,,,,0,,74,80
6233,note_on,,,,,1,0,2,,,,,,,0,,73,0
6240,note_on,,,,,8,0,3,,,,,,,1,,43,70
6240,note_on,,,,,0,0,3,,,,,,,1,,31,90
6240,note_on,,,,,7,0,2,,,,,,,0,,79,85
6240,set_tempo,,,,,24,1,0,,1276595,,,,,,,,
6241,note_on,,,,,1,0,2,,,,,,,0,,74,0
6244,control_change,,,,,96,0,5,,,,,64,0,1,,,
6244,control_change,,,,,96,0,4,,,,,64,0,0,,,
6246,control_change,,,,,2,0,4,,,,,64,127,0,,,
6246,note_on,,,,,5,0,2,,,,,,,0,,81,70
6246,control_change,,,,,2,0,5,,,,,64,127,1,,,
6248,note_on,,,,,2,0,2,,,,,,,0,,79,0
6250,note_on,,,,,2,0,2,,,,,,,0,,79,73
6251,note_on,,,,,1,0,2,,,,,,,0,,81,0
6253,note_on,,,,,2,0,2,,,,,,,0,,81,71
6254,note_on,,,,,1,0,2,,,,,,,0,,79,0
6255,note_on,,,,,1,0,2,,,,,,,0,,79,74
6257,note_on,,,,,17,0,3,,,,,,,1,,55,80
6257,note_on,,,,,2,0,2,,,,,,,0,,81,0
6258,note_on,,,,,1,0,2,,,,,,,0,,81,77
6259,note_on,,,,,1,0,2,,,,,,,0,,79,0
6260,note_on,,,,,3,0,3,,,,,,,1,,59,77
6261,note_on,,,,,2,0,2,,,,,,,0,,79,73
6262,note_on,,,,,0,0,3,,,,,,,1,,62,81
6262,note_on,,,,,2,0,3,,,,,,,1,,55,0
6262,note_on,,,,,1,0,2,,,,,,,0,,81,0
6264,note_on,,,,,2,0,3,,,,,,,1,,59,0
6264,note_on,,,,,0,0,3,,,,,,,1,,31,0
6264,note_on,,,,,0,0,3,,,,,,,1,,43,0
6264,set_tempo,,,,,24,1,0,,1250000,,,,,,,,
6264,note_on,,,,,2,0,2,,,,,,,0,,81,70
6264,note_on,,,,,0,0,3,,,,,,,1,,65,85
6265,note_on,,,,,1,0,2,,,,,,,0,,79,0
6266,note_on,,,,,1,0,2,,,,,,,0,,79,75
6266,note_on,,,,,2,0,3,,,,,,,1,,62,0
6268,note_on,,,,,2,0,2,,,,,,,0,,81,0
6269,note_on,,,,,1,0,2,,,,,,,0,,81,74
6270,note_on,,,,,4,0,3,,,,,,,1,,64,83
6270,note_on,,,,,1,0,2,,,,,,,0,,79,0
6271,note_on,,,,,1,0,2,,,,,,,0,,79,77
6272,note_on,,,,,2,0,3,,,,,,,1,,65,0
6273,note_on,,,,,0,0,2,,,,,,,0,,81,76
6273,note_on,,,,,2,0,2,,,,,,,0,,81,0
6275,note_on,,,,,2,0,2,,,,,,,0,,79,0
6276,note_on,,,,,1,0,2,,,,,,,0,,79,74
6276,note_on,,,,,4,0,3,,,,,,,1,,62,81
6277,note_on,,,,,1,0,2,,,,,,,0,,81,0
6278,note_on,,,,,1,0,2,,,,,,,0,,81,70
6278,note_on,,,,,2,0,3,,,,,,,1,,64,0
6280,note_on,,,,,2,0,2,,,,,,,0,,79,0
6281,note_on,,,,,1,0,2,,,,,,,0,,79,68
6282,note_on,,,,,1,0,2,,,,,,,0,,81,0
6282,note_on,,,,,4,0,3,,,,,,,1,,60,79
6283,note_on,,,,,1,0,2,,,,,,,0,,81,75
6284,note_on,,,,,2,0,3,,,,,,,1,,62,0
6285,note_on,,,,,2,0,2,,,,,,,0,,79,0
6286,note_on,,,,,1,0,2,,,,,,,0,,79,72
6287,note_on,,,,,1,0,2,,,,,,,0,,81,0
6288,note_on,,,,,4,0,3,,,,,,,1,,59,82
6288,set_tempo,,,,,24,1,0,,1304347,,,,,,,,
6289,note_on,,,,,2,0,2,,,,,,,0,,81,74
6290,note_on,,,,,2,0,3,,,,,,,1,,60,0
6290,note_on,,,,,1,0,2,,,,,,,0,,79,0
6291,note_on,,,,,1,0,2,,,,,,,0,,79,69
6293,note_on,,,,,2,0,2,,,,,,,0,,81,0
6294,note_on,,,,,4,0,3,,,,,,,1,,57,80
6294,note_on,,,,,1,0,2,,,,,,,0,,81,72
6295,note_on,,,,,1,0,2,,,,,,,0,,79,0
6296,note_on,,,,,1,0,2,,,,,,,0,,79,67
6296,note_on,,,,,2,0,3,,,,,,,1,,59,0
6298,note_on,,,,,2,0,2,,,,,,,0,,81,0
6298,note_on,,,,,0,0,2,,,,,,,0,,81,75
6300,note_on,,,,,4,0,3,,,,,,,1,,55,78
6300,note_on,,,,,2,0,2,,,,,,,0,,79,0
6301,note_on,,,,,1,0,2,,,,,,,0,,79,72
6302,note_on,,,,,1,0,2,,,,,,,0,,81,0
6302,note_on,,,,,2,0,3,,,,,,,1,,57,0
6304,note_on,,,,,2,0,2,,,,,,,0,,81,69
6305,note_on,,,,,1,0,2,,,,,,,0,,79,0
6306,note_on,,,,,4,0,3,,,,,,,1,,53,76
6306,note_on,,,,,1,0,2,,,,,,,0,,79,72
6308,note_on,,,,,0,0,2,,,,,,,0,,81,78
6308,note_on,,,,,2,0,2,,,,,,,0,,81,0
6308,note_on,,,,,2,0,3,,,,,,,1,,55,0
6310,note_on,,,,,2,0,2,,,,,,,0,,79,0
6311,note_on,,,,,1,0,2,,,,,,,0,,79,70
6312,note_on,,,,,4,0,3,,,,,,,1,,52,79
6312,note_on,,,,,1,0,2,,,,,,,0,,81,0
6312,set_tempo,,,,,24,1,0,,1395348,,,,,,,,
6313,note_on,,,,,1,0,2,,,,,,,0,,81,72
6314,note_on,,,,,2,0,3,,,,,,,1,,53,0
6315,note_on,,,,,2,0,2,,,,,,,0,,79,0
6316,control_change,,,,,70,0,4,,,,,64,0,0,,,
6316,note_on,,,,,1,0,2,,,,,,,0,,79,75
6316,control_change,,,,,70,0,5,,,,,64,0,1,,,
6317,note_on,,,,,1,0,2,,,,,,,0,,81,0
6318,note_on,,,,,4,0,3,,,,,,,1,,50,77
6318,note_on,,,,,1,0,2,,,,,,,0,,81,80
6320,note_on,,,,,2,0,2,,,,,,,0,,79,0
6320,note_on,,,,,2,0,3,,,,,,,1,,52,0
6322,note_on,,,,,2,0,2,,,,,,,0,,78,84
6323,note_on,,,,,1,0,2,,,,,,,0,,81,0
6324,set_tempo,,,,,12,1,0,,1463414,,,,,,,,
6324,note_on,,,,,4,0,3,,,,,,,1,,48,80
6326,note_on,,,,,2,0,3,,,,,,,1,,50,0
6328,note_on,,,,,5,0,2,,,,,,,0,,79,88
6329,note_on,,,,,1,0,2,,,,,,,0,,78,0
6330,set_tempo,,,,,6,1,0,,1621621,,,,,,,,
6330,note_on,,,,,4,0,3,,,,,,,1,,47,85
6332,note_on,,,,,2,0,3,,,,,,,1,,48,0
6336,control_change,,,,,20,0,4,,,,,64,0,0,,,
6336,control_change,,,,,20,0,5,,,,,64,0,1,,,
6336,note_on,,,,,4,0,3,,,,,,,1,,48,70
6336,note_on,,,,,0,0,2,,,,,,,0,,67,70
6336,note_on,,,,,0,0,2,,,,,,,0,,64,82
6336,note_on,,,,,0,0,3,,,,,,,1,,36,90
6336,note_on,,,,,7,0,2,,,,,,,0,,72,95
6336,set_tempo,,,,,6,1,0,,1333333,,,,,,,,
6337,note_on,,,,,1,0,2,,,,,,,0,,79,0
6338,note_on,,,,,2,0,3,,,,,,,1,,47,0
6384,set_tempo,,,,,48,1,0,,1463414,,,,,,,,
6408,note_on,,,,,70,0,3,,,,,,,1,,36,0
6408,note_on,,,,,0,0,2,,,,,,,0,,72,0
6408,note_on,,,,,0,0,2,,,,,,,0,,67,0
6408,note_on,,,,,71,0,2,,,,,,,0,,64,0
6408,note_on,,,,,0,0,3,,,,,,,1,,48,0
6426,set_tempo,,,,,42,1,0,,1250000,,,,,,,,
6426,note_on,,,,,18,0,2,,,,,,,0,,79,95
6426,note_on,,,,,0,0,2,,,,,,,0,,67,80
6426,note_on,,,,,0,0,3,,,,,,,1,,36,95
6426,note_on,,,,,18,0,3,,,,,,,1,,48,75
6426,note_on,,,,,0,0,2,,,,,,,0,,72,60
6426,note_on,,,,,0,0,2,,,,,,,0,,76,75
6432,note_on,,,,,0,0,2,,,,,,,0,,76,0
6432,note_on,,,,,0,0,2,,,,,,,0,,72,0
6432,note_on,,,,,0,0,2,,,,,,,0,,81,100
6432,note_on,,,,,0,0,2,,,,,,,0,,77,78
6432,note_on,,,,,0,0,2,,,,,,,0,,72,60
6432,note_on,,,,,6,0,3,,,,,,,1,,36,0
6432,note_on,,,,,0,0,3,,,,,,,1,,48,0
6432,note_on,,,,,0,0,3,,,,,,,1,,48,60
6432,note_on,,,,,0,0,3,,,,,,,1,,41,102
6432,note_on,,,,,0,0,2,,,,,,,0,,69,85
6432,set_tempo,,,,,6,1,0,,1224489,,,,,,,,
6432,note_on,,,,,0,0,2,,,,,,,0,,79,0
6432,note_on,,,,,6,0,2,,,,,,,0,,67,0
6432,note_on,,,,,0,0,3,,,,,,,1,,53,80
6436,control_change,,,,,100,0,5,,,,,64,127,1,,,
6436,control_change,,,,,100,0,4,,,,,64,127,0,,,
6472,note_on,,,,,40,0,2,,,,,,,0,,69,0
6472,note_on,,,,,0,0,2,,,,,,,0,,72,0
6472,note_on,,,,,0,0,2,,,,,,,0,,77,0
6472,note_on,,,,,0,0,2,,,,,,,0,,81,0
6472,note_on,,,,,0,0,3,,,,,,,1,,53,0
6472,note_on,,,,,0,0,3,,,,,,,1,,48,0
6472,note_on,,,,,40,0,3,,,,,,,1,,41,0
6474,note_on,,,,,0,0,3,,,,,,,1,,41,98
6474,set_tempo,,,,,42,1,0,,1250000,,,,,,,,
6474,note_on,,,,,2,0,3,,,,,,,1,,53,75
6474,note_on,,,,,0,0,3,,,,,,,1,,48,50
6474,note_on,,,,,2,0,2,,,,,,,0,,77,98
6474,note_on,,,,,0,0,2,,,,,,,0,,72,50
6474,note_on,,,,,0,0,2,,,,,,,0,,69,80
6480,set_tempo,,,,,6,1,0,,1176470,,,,,,,,
6480,note_on,,,,,0,0,2,,,,,,,0,,77,0
6480,note_on,,,,,0,0,2,,,,,,,0,,84,105
6480,note_on,,,,,6,0,3,,,,,,,1,,41,0
6480,note_on,,,,,0,0,2,,,,,,,0,,77,68
6480,note_on,,,,,0,0,2,,,,,,,0,,72,0
6480,note_on,,,,,6,0,2,,,,,,,0,,69,0
6480,note_on,,,,,0,0,3,,,,,,,1,,45,105
6480,note_on,,,,,0,0,3,,,,,,,1,,48,63
6480,note_on,,,,,0,0,3,,,,,,,1,,53,83
6480,note_on,,,,,0,0,3,,,,,,,1,,53,0
6480,note_on,,,,,0,0,3,,,,,,,1,,48,0
6480,note_on,,,,,0,0,2,,,,,,,0,,72,90
6520,note_on,,,,,0,0,3,,,,,,,1,,53,0
6520,note_on,,,,,0,0,3,,,,,,,1,,48,0
6520,note_on,,,,,40,0,2,,,,,,,0,,72,0
6520,note_on,,,,,0,0,2,,,,,,,0,,77,0
6520,note_on,,,,,0,0,2,,,,,,,0,,84,0
6520,note_on,,,,,40,0,3,,,,,,,1,,45,0
6522,note_on,,,,,2,0,2,,,,,,,0,,81,101
6522,note_on,,,,,0,0,2,,,,,,,0,,72,85
6522,note_on,,,,,0,0,3,,,,,,,1,,45,101
6522,note_on,,,,,0,0,3,,,,,,,1,,48,53
6522,note_on,,,,,2,0,3,,,,,,,1,,53,78
6522,note_on,,,,,0,0,2,,,,,,,0,,77,72
6522,set_tempo,,,,,42,1,0,,1333333,,,,,,,,
6528,note_on,,,,,0,0,3,,,,,,,1,,53,0
6528,note_on,,,,,0,0,3,,,,,,,1,,55,60
6528,note_on,,,,,0,0,3,,,,,,,1,,52,90
6528,note_on,,,,,0,0,3,,,,,,,1,,48,0
6528,note_on,,,,,6,0,3,,,,,,,1,,45,0
6528,note_on,,,,,0,0,2,,,,,,,0,,77,0
6528,note_on,,,,,0,0,2,,,,,,,0,,81,0
6528,note_on,,,,,0,0,2,,,,,,,0,,79,95
6528,note_on,,,,,0,0,2,,,,,,,0,,76,88
6528,note_on,,,,,0,0,2,,,,,,,0,,72,75
6528,note_on,,,,,0,0,3,,,,,,,1,,48,95
6528,note_on,,,,,6,0,2,,,,,,,0,,72,0
6528,control_change,,,,,92,0,4,,,,,64,127,0,,,
6528,set_tempo,,,,,6,1,0,,1304347,,,,,,,,
6528,control_change,,,,,92,0,5,,,,,64,127,1,,,
6530,control_change,,,,,2,0,4,,,,,64,0,0,,,
6530,control_change,,,,,2,0,5,,,,,64,0,1,,,
6542,note_on,,,,,0,0,2,,,,,,,0,,79,0
6542,note_on,,,,,0,0,2,,,,,,,0,,76,0
6542,note_on,,,,,14,0,2,,,,,,,0,,72,0
6542,note_on,,,,,14,0,3,,,,,,,1,,48,0
6542,note_on,,,,,0,0,3,,,,,,,1,,52,0
6542,note_on,,,,,0,0,3,,,,,,,1,,55,0
6552,set_tempo,,,,,24,1,0,,1224489,,,,,,,,
6552,note_on,,,,,10,0,2,,,,,,,0,,72,60
6562,note_on,,,,,10,0,2,,,,,,,0,,72,0
6564,note_on,,,,,2,0,2,,,,,,,0,,74,55
6572,note_on,,,,,8,0,2,,,,,,,0,,74,0
6576,set_tempo,,,,,24,1,0,,1176470,,,,,,,,
6576,note_on,,,,,4,0,2,,,,,,,0,,76,50
6585,note_on,,,,,9,0,2,,,,,,,0,,76,0
6588,note_on,,,,,3,0,2,,,,,,,0,,77,47
6596,note_on,,,,,8,0,2,,,,,,,0,,77,0
6600,set_tempo,,,,,24,1,0,,1304347,,,,,,,,
6600,note_on,,,,,4,0,2,,,,,,,0,,78,49
6608,note_on,,,,,8,0,2,,,,,,,0,,78,0
6612,note_on,,,,,4,0,2,,,,,,,0,,79,43
6618,note_on,,,,,76,0,3,,,,,,,1,,64,45
6618,note_on,,,,,0,0,3,,,,,,,1,,60,42
6620,note_on,,,,,8,0,2,,,,,,,0,,79,0
6624,note_on,,,,,4,0,2,,,,,,,0,,81,45
6624,set_tempo,,,,,24,1,0,,1276595,,,,,,,,
6624,note_on,,,,,0,0,3,,,,,,,1,,53,47
6624,note_on,,,,,0,0,3,,,,,,,1,,60,30
6624,note_on,,,,,0,0,3,,,,,,,1,,65,40
6624,note_on,,,,,0,0,3,,,,,,,1,,64,0
6624,note_on,,,,,6,0,3,,,,,,,1,,60,0
6628,control_change,,,,,98,0,4,,,,,64,127,0,,,
6628,control_change,,,,,98,0,5,,,,,64,127,1,,,
6636,note_on,,,,,12,0,2,,,,,,,0,,80,47
6638,note_on,,,,,2,0,2,,,,,,,0,,81,0
6648,set_tempo,,,,,24,1,0,,1250000,,,,,,,,
6648,note_on,,,,,10,0,2,,,,,,,0,,81,43
6650,note_on,,,,,2,0,2,,,,,,,0,,80,0
6660,note_on,,,,,10,0,2,,,,,,,0,,77,45
6662,note_on,,,,,2,0,2,,,,,,,0,,81,0
6664,note_on,,,,,0,0,3,,,,,,,1,,65,0
6664,note_on,,,,,0,0,3,,,,,,,1,,60,0
6664,note_on,,,,,40,0,3,,,,,,,1,,53,0
6666,note_on,,,,,0,0,3,,,,,,,1,,60,28
6666,note_on,,,,,2,0,3,,,,,,,1,,65,38
6666,note_on,,,,,0,0,3,,,,,,,1,,53,43
6672,note_on,,,,,0,0,3,,,,,,,1,,57,50
6672,note_on,,,,,0,0,3,,,,,,,1,,60,0
6672,note_on,,,,,0,0,3,,,,,,,1,,65,42
6672,note_on,,,,,0,0,3,,,,,,,1,,65,0
6672,note_on,,,,,10,0,2,,,,,,,0,,77,0
6672,note_on,,,,,0,0,2,,,,,,,0,,84,43
6672,note_on,,,,,0,0,3,,,,,,,1,,60,32
6672,note_on,,,,,6,0,3,,,,,,,1,,53,0
6674,control_change,,,,,46,0,4,,,,,64,0,0,,,
6674,control_change,,,,,46,0,5,,,,,64,0,1,,,
6676,control_change,,,,,2,0,5,,,,,64,127,1,,,
6676,control_change,,,,,2,0,4,,,,,64,127,0,,,
6684,note_on,,,,,12,0,2,,,,,,,0,,83,45
6686,note_on,,,,,2,0,2,,,,,,,0,,84,0
6696,set_tempo,,,,,48,1,0,,1304347,,,,,,,,
6696,note_on,,,,,10,0,2,,,,,,,0,,84,41
6698,note_on,,,,,2,0,2,,,,,,,0,,83,0
6708,note_on,,,,,10,0,2,,,,,,,0,,81,45
6710,note_on,,,,,2,0,2,,,,,,,0,,84,0
6712,note_on,,,,,0,0,3,,,,,,,1,,60,0
6712,note_on,,,,,0,0,3,,,,,,,1,,65,0
6712,note_on,,,,,40,0,3,,,,,,,1,,57,0
6714,note_on,,,,,2,0,3,,,,,,,1,,65,40
6714,note_on,,,,,0,0,3,,,,,,,1,,60,30
6714,note_on,,,,,0,0,3,,,,,,,1,,57,46
6720,note_on,,,,,6,0,3,,,,,,,1,,57,0
6720,note_on,,,,,0,0,3,,,,,,,1,,64,35
6720,note_on,,,,,0,0,3,,,,,,,1,,60,40
6720,control_change,,,,,44,0,4,,,,,64,127,0,,,
6720,control_change,,,,,44,0,5,,,,,64,127,1,,,
6720,note_on,,,,,0,0,3,,,,,,,1,,65,0
6720,set_tempo,,,,,24,1,0,,1250000,,,,,,,,
6720,note_on,,,,,0,0,3,,,,,,,1,,60,0
6720,note_on,,,,,10,0,2,,,,,,,0,,81,0
6720,note_on,,,,,0,0,2,,,,,,,0,,79,40
6722,control_change,,,,,2,0,4,,,,,64,0,0,,,
6722,control_change,,,,,2,0,5,,,,,64,0,1,,,
6768,note_on,,,,,48,0,3,,,,,,,1,,60,0
6768,set_tempo,,,,,48,1,0,,1224489,,,,,,,,
6768,note_on,,,,,48,0,2,,,,,,,0,,79,0
6768,note_on,,,,,0,0,3,,,,,,,1,,64,0
6810,note_on,,,,,42,0,2,,,,,,,0,,79,95
6810,note_on,,,,,0,0,2,,,,,,,0,,76,75
6810,note_on,,,,,0,0,2,,,,,,,0,,72,60
6810,note_on,,,,,0,0,2,,,,,,,0,,67,80
6810,note_on,,,,,42,0,3,,,,,,,1,,48,75
6810,note_on,,,,,0,0,3,,,,,,,1,,36,95
6810,set_tempo,,,,,42,1,0,,1333333,,,,,,,,
6816,note_on,,,,,0,0,3,,,,,,,1,,48,0
6816,note_on,,,,,6,0,3,,,,,,,1,,36,0
6816,set_tempo,,,,,6,1,0,,1224489,,,,,,,,
6816,note_on,,,,,0,0,3,,,,,,,1,,53,80
6816,note_on,,,,,6,0,2,,,,,,,0,,67,0
6816,note_on,,,,,0,0,2,,,,,,,0,,72,0
6816,note_on,,,,,0,0,2,,,,,,,0,,76,0
6816,note_on,,,,,0,0,2,,,,,,,0,,79,0
6816,note_on,,,,,0,0,3,,,,,,,1,,41,102
6816,note_on,,,,,0,0,2,,,,,,,0,,77,78
6816,note_on,,,,,0,0,2,,,,,,,0,,80,100
6816,note_on,,,,,0,0,2,,,,,,,0,,72,60
6816,note_on,,,,,0,0,3,,,,,,,1,,48,60
6816,note_on,,,,,0,0,2,,,,,,,0,,68,85
6820,control_change,,,,,98,0,5,,,,,64,127,1,,,
6820,control_change,,,,,98,0,4,,,,,64,127,0,,,
6856,note_on,,,,,40,0,2,,,,,,,0,,68,0
6856,note_on,,,,,40,0,3,,,,,,,1,,41,0
6856,note_on,,,,,0,0,3,,,,,,,1,,48,0
6856,note_on,,,,,0,0,3,,,,,,,1,,53,0
6856,note_on,,,,,0,0,2,,,,,,,0,,72,0
6856,note_on,,,,,0,0,2,,,,,,,0,,77,0
6856,note_on,,,,,0,0,2,,,,,,,0,,80,0
6858,note_on,,,,,2,0,3,,,,,,,1,,53,75
6858,set_tempo,,,,,42,1,0,,1250000,,,,,,,,
6858,note_on,,,,,0,0,3,,,,,,,1,,48,50
6858,note_on,,,,,0,0,3,,,,,,,1,,41,98
6858,note_on,,,,,2,0,2,,,,,,,0,,77,98
6858,note_on,,,,,0,0,2,,,,,,,0,,72,50
6858,note_on,,,,,0,0,2,,,,,,,0,,68,80
6864,note_on,,,,,0,0,3,,,,,,,1,,48,0
6864,note_on,,,,,0,0,3,,,,,,,1,,53,0
6864,note_on,,,,,0,0,3,,,,,,,1,,53,83
6864,note_on,,,,,0,0,3,,,,,,,1,,48,63
6864,note_on,,,,,0,0,3,,,,,,,1,,44,105
6864,note_on,,,,,6,0,3,,,,,,,1,,41,0
6864,set_tempo,,,,,6,1,0,,1176470,,,,,,,,
6864,note_on,,,,,6,0,2,,,,,,,0,,68,0
6864,note_on,,,,,0,0,2,,,,,,,0,,72,0
6864,note_on,,,,,0,0,2,,,,,,,0,,77,0
6864,note_on,,,,,0,0,2,,,,,,,0,,84,105
6864,note_on,,,,,0,0,2,,,,,,,0,,77,68
6864,note_on,,,,,0,0,2,,,,,,,0,,72,90
6904,note_on,,,,,40,0,2,,,,,,,0,,72,0
6904,note_on,,,,,0,0,2,,,,,,,0,,77,0
6904,note_on,,,,,0,0,2,,,,,,,0,,84,0
6904,note_on,,,,,40,0,3,,,,,,,1,,44,0
6904,note_on,,,,,0,0,3,,,,,,,1,,48,0
6904,note_on,,,,,0,0,3,,,,,,,1,,53,0
6906,note_on,,,,,2,0,3,,,,,,,1,,53,78
6906,note_on,,,,,0,0,3,,,,,,,1,,44,101
6906,set_tempo,,,,,42,1,0,,1333333,,,,,,,,
6906,note_on,,,,,0,0,2,,,,,,,0,,72,85
6906,note_on,,,,,0,0,2,,,,,,,0,,77,72
6906,note_on,,,,,2,0,2,,,,,,,0,,80,101
6906,note_on,,,,,0,0,3,,,,,,,1,,48,53
6912,set_tempo,,,,,6,1,0,,1304347,,,,,,,,
6912,control_change,,,,,92,0,4,,,,,64,127,0,,,
6912,note_on,,,,,6,0,2,,,,,,,0,,72,0
6912,note_on,,,,,6,0,3,,,,,,,1,,44,0
6912,note_on,,,,,0,0,3,,,,,,,1,,48,0
6912,note_on,,,,,0,0,3,,,,,,,1,,53,0
6912,note_on,,,,,0,0,3,,,,,,,1,,55,60
6912,note_on,,,,,0,0,3,,,,,,,1,,52,90
6912,note_on,,,,,0,0,3,,,,,,,1,,48,95
6912,control_change,,,,,92,0,5,,,,,64,127,1,,,
6912,note_on,,,,,0,0,2,,,,,,,0,,77,0
6912,note_on,,,,,0,0,2,,,,,,,0,,80,0
6912,note_on,,,,,0,0,2,,,,,,,0,,79,95
6912,note_on,,,,,0,0,2,,,,,,,0,,76,88
6912,note_on,,,,,0,0,2,,,,,,,0,,72,75
6914,control_change,,,,,2,0,4,,,,,64,0,0,,,
6914,control_change,,,,,2,0,5,,,,,64,0,1,,,
6926,note_on,,,,,0,0,2,,,,,,,0,,79,0
6926,note_on,,,,,0,0,2,,,,,,,0,,76,0
6926,note_on,,,,,0,0,3,,,,,,,1,,55,0
6926,note_on,,,,,0,0,3,,,,,,,1,,52,0
6926,note_on,,,,,14,0,3,,,,,,,1,,48,0
6926,note_on,,,,,14,0,2,,,,,,,0,,72,0
6936,set_tempo,,,,,24,1,0,,1224489,,,,,,,,
6936,note_on,,,,,10,0,2,,,,,,,0,,72,60
6946,note_on,,,,,10,0,2,,,,,,,0,,72,0
6948,note_on,,,,,2,0,2,,,,,,,0,,74,55
6956,note_on,,,,,8,0,2,,,,,,,0,,74,0
6960,note_on,,,,,4,0,2,,,,,,,0,,76,50
6960,set_tempo,,,,,24,1,0,,1176470,,,,,,,,
6969,note_on,,,,,9,0,2,,,,,,,0,,76,0
6972,note_on,,,,,3,0,2,,,,,,,0,,77,47
6980,note_on,,,,,8,0,2,,,,,,,0,,77,0
6984,note_on,,,,,4,0,2,,,,,,,0,,78,49
6984,set_tempo,,,,,24,1,0,,1304347,,,,,,,,
6992,note_on,,,,,8,0,2,,,,,,,0,,78,0
6996,note_on,,,,,4,0,2,,,,,,,0,,79,43
7002,note_on,,,,,0,0,3,,,,,,,1,,60,42
7002,note_on,,,,,76,0,3,,,,,,,1,,64,45
7004,note_on,,,,,8,0,2,,,,,,,0,,79,0
7008,note_on,,,,,0,0,3,,,,,,,1,,53,47
7008,note_on,,,,,0,0,3,,,,,,,1,,60,30
7008,note_on,,,,,0,0,3,,,,,,,1,,65,40
7008,note_on,,,,,6,0,3,,,,,,,1,,60,0
7008,note_on,,,,,0,0,3,,,,,,,1,,64,0
7008,set_tempo,,,,,24,1,0,,1276595,,,,,,,,
7008,note_on,,,,,4,0,2,,,,,,,0,,80,45
7012,control_change,,,,,98,0,4,,,,,64,127,0,,,
